fish,depth,trial,spd,riaF,emgdfF,ria1,ria2,ria3,ria4,ria5,emgdf1,emgdf2,emgdf3,emgdf4,emgdf5
Polyp2018-009,3.0,tr01,1.246297198,8.96945804272857,0.32034848002147065,1.106665470754224,4.19226910332158,8.362666869060204,7.45139959057963,5.26856875357527,0.21682194617696998,0.3098608165532342,0.23592804752588475,0.359239832676168,0.2593655674014838
Polyp2018-009,3.0,tr02,1.310784095,9.163190079938724,0.4033808148525758,0.9258076392629095,4.110515953033832,6.5314952707544,8.414811524599122,5.816399809453874,0.282142857142199,0.1386904761901529,0.27708333333268753,0.327678571427808,0.26220238095177
Polyp2018-009,1.0,tr03,1.395718611,NA,NA,2.51871423774028,8.498485946009547,5.84373142689474,9.639681199466501,4.5508321574677835,0.284117207912738,0.324724710712196,0.2845698021643235,0.166332072858293,0.2609882418806905
Polyp2018-009,1.0,tr04,1.147429285,5.758655992573667,0.18994050275805302,3.377541511799145,7.828234360567273,6.078269590501336,8.196469828269064,5.054483883034008,0.6613492063711607,0.3753869047743665,0.26185515873885123,0.28457341270785974,0.31591269842318576
Polyp2018-009,0.9,tr05,1.100253722,11.64365046726088,0.1823075771249496,3.5095749323150365,7.681011697418583,8.316528630611474,12.1977705931193,5.80078296043341,0.477906976760051,0.34476744187191,0.330232558150497,0.3436627907090825,0.210465116286056
Polyp2018-009,0.9,tr06,1.341474715,10.439731160267224,0.3463459183241825,3.63461076079847,9.130509079627224,7.354061610107292,10.596811761963858,6.35016373444194,0.425625000014129,0.392565789486716,0.26425986842982496,0.2845723684304995,0.2562993421137715
Polyp2018-009,0.9,tr07,1.374051577,10.757392599269696,0.33982456140271666,4.086979731760296,7.298822541872116,5.54200860608825,10.882739376591736,7.9583621783078335,0.269999999999371,0.274999999999359,0.203888888888414,0.203888888888414,0.181666666666243
Polyp2018-009,0.9,tr08,0.727512031,6.402056047361446,0.4235085227413315,3.84758186571639,8.215402106693336,8.888403658907635,13.1463185246897,9.99590471941138,NA,0.665760869587318,0.249456521747412,0.266304347834927,0.309239130445048
Polyp2018-009,1.1,tr09,0.989888714,6.884248717674468,0.47469092887915376,2.020550857833458,8.18034968207634,10.696164771359934,11.699217233776794,14.083717280714117,0.24270833334139033,0.41983796297689996,0.12480902778192089,0.39600818453695574,0.26449652778655797
Polyp2018-009,1.1,tr10,1.366833245,7.929873999668402,0.2936965812063307,3.5609065946692366,10.292634665869207,3.3928417931139068,12.9556153128826,6.690682889999263,0.41403164925880853,0.17115998839128,0.17058652729950752,0.323976480846992,0.331126596991248
Polyp2018-009,1.1,tr11,0.934450739,10.131863410035699,0.36843750001223097,2.4799874963556547,2.00351467609616,NA,15.4621208006661,13.569754087830301,NA,NA,NA,NA,0.297619047628927
Polyp2018-009,0.7,tr12,1.196124966,13.9527948068596,0.165306122454467,7.622895775113685,12.136875726463,6.47282586053601,9.449856580936014,5.48834872187563,0.337500000011204,0.235795454553282,0.145454545459374,0.304545454555564,0.271590909099925
Polyp2018-009,0.7,tr13,1.7378802,14.272199706780741,0.39202857475094727,9.60785361334072,14.141778306440875,7.994253725059623,15.49822740856244,13.955311843467205,0.41860006313033765,0.300481376261926,0.204466540403564,0.32634596231637625,0.172153784612974
Polyp2018-009,0.7,tr14,1.654516118,17.269324312575275,0.26330882352879803,8.340968166032708,10.84757099752649,6.729659803536427,15.893482648108566,12.1253295798022,0.34214154411685,0.2989889705875385,0.231135110293579,0.35834099264622354,0.256387867646461
Polyp2018-009,0.7,tr15,1.757184378,9.127375544391077,0.2933068783061945,5.927716023271795,14.7078354487534,6.155668729196913,14.944305577880666,9.648274622137631,0.274999999999359,0.3065347490340345,0.3698938223929605,0.27828185328120447,0.2668629343623125
Polyp2018-022,1.1,tr02,0.997829612,3.3841158229848647,0.31223141339796534,1.52284738305986,0.775595435446916,3.67919369368765,2.8961351559992417,5.186292171865961,0.43070312499899627,0.3503585737171325,0.39639489850334975,0.3821801549136395,0.3856189903837168
Polyp2018-022,1.1,tr03,0.976640095,4.3515209007481035,0.3993902439156975,2.268442960906315,1.109663754197412,2.881328161971134,3.798415270724778,4.16237416918763,NA,0.331578947379428,0.344736842116707,0.26184210527185,0.256140350885696
Polyp2018-022,1.1,tr04,0.8302523,7.248705712310086,0.44582627770832073,2.676816860484058,1.3537112092374497,7.59257291952028,6.75610057401644,6.33139331807752,0.483671874998873,0.31571790540466965,0.3445481418910887,0.6479701576561476,0.4780391328817683
Polyp2018-022,1.0,tr06,0.791588544,10.824692268180167,0.3602830047909328,3.075608635039063,1.925735103182029,5.65503420913024,5.958001463526626,10.865010802665088,0.507258064532968,0.34555229717667146,0.3660679374510575,0.44365835778598905,0.4474584555378255
Polyp2018-022,1.0,tr07,1.122377028,15.773982698253,0.4686750278695878,4.129769084191926,3.6580066603355035,7.433259557134562,9.177518110896957,13.3163505227585,0.52327380952259,0.5688095238081985,0.5045833333321574,0.453809523808466,0.5016666666654975
Polyp2018-022,0.9,tr08,0.857168519,12.406437248564592,0.3611781971189967,7.693124865458199,8.123573063956705,8.105533784576602,5.230660977883698,3.67128276990498,0.49600372684966454,0.387454673663144,0.4674833803539555,0.534420326367459,0.336268634177158
Polyp2018-022,0.9,tr09,0.572104258,10.82618113566024,0.42234809104752585,8.414918274481188,6.868884155851858,6.617785786796244,4.275243614830278,4.832692118782432,0.516965517258541,0.4254252873704445,0.5489022988687965,0.3746091954147345,0.40067136887432464
Polyp2018-022,0.7,tr10,0.847107427,NA,NA,13.53626549059685,13.2952397268088,9.875411602764956,9.109308901306918,4.645348987681352,0.4710474705985274,0.4318623926816392,0.4872282779226756,0.3907362284896418,0.5795501709564977
Polyp2018-022,0.7,tr11,1.09486313,NA,NA,6.42148424776922,7.167134713384508,9.399477513112588,6.507793401087356,3.792304518502852,0.490290775417345,0.397114527642416,0.5658589572380359,0.530325311960564,0.584837344047935
Polyp2018-022,0.7,tr12,1.082096213,NA,NA,9.729365618152002,10.46468253087769,10.494813094157722,6.43727235044686,5.550751761124295,NA,0.439361702126636,0.547340425530639,0.558510638296571,0.524468085105161
Polyp2018-022,3.0,tr13,0.855546606,3.6620022960001513,0.2429213121864518,1.85937367222556,0.40456915997798903,2.3077848416056947,0.793229072668035,3.311572526901654,0.209029038119462,0.3316507864598905,0.27036448881720265,0.513793103465332,0.27384679371749976
Polyp2018-022,3.0,tr14,0.912987897,7.3063529648538905,0.3599011567753178,2.15610356029559,0.572381740927012,4.574664707145671,1.548456474062566,6.377970519809327,0.46034482758513395,0.187499999999563,0.1803879310340625,0.3213362068958025,0.280185475443443
Polyp2018-028,3.0,tr01,1.110021379,6.23971174525489,0.40868956222717173,NA,2.285715814082745,0.9065134995440565,8.312223815987954,8.122366092066262,NA,0.35699418605836264,0.509999031024682,0.37018732175428126,0.21553902479873024
Polyp2018-028,3.0,tr02,0.921947606,2.4667541111147377,0.383123941179943,1.098455835165838,2.09624815562984,0.9745763929903377,4.2910685018055,9.821578805751201,NA,0.345588235207368,0.414215686170533,0.228921568569987,0.260784313660028
Polyp2018-028,1.1,tr03,0.614068366,11.182773290769374,0.438752113648639,NA,4.76157574453406,1.5305703518973637,8.21416766352008,5.823726227565595,NA,0.364250000012092,0.251500000008349,0.189250000006282,0.12500000000415
Polyp2018-028,1.1,tr04,0.622957738,7.239257247882152,0.42019833755603675,NA,2.6652343073133125,1.0220344027513675,7.637136339581049,4.687604344683852,NA,NA,NA,0.137313432840379,0.306343283592259
Polyp2018-028,1.1,tr05,0.805079993,11.533977692611643,0.3809708119349976,NA,1.3978584394774,1.0550531275120214,5.479536016960707,2.80077007550804,NA,NA,NA,0.242727272726707,0.175454545454137
Polyp2018-028,1.0,tr06,0.659192486,7.921057751787561,0.42588058308671084,NA,7.969188874567048,1.0525016100533962,11.91164096860919,7.082161281444622,NA,0.2899463876371933,0.48991956272513065,0.18674129689360933,0.2394653374174713
Polyp2018-028,1.0,tr07,1.102838527,8.851936710797897,0.19712540683717866,NA,NA,NA,8.192939578682264,11.069397428566933,NA,NA,NA,0.1267080196588433,0.18739611517757265
Polyp2018-028,1.0,tr08,0.760859259,9.068453254702925,0.412853033070116,NA,NA,NA,8.76634894448438,6.035526976559646,NA,NA,NA,0.307782960198288,0.20781716417862
Polyp2018-028,0.9,tr09,0.522010787,7.782758312130403,0.285098379639094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Polyp2018-028,0.9,tr10,0.679315405,7.348593869113695,0.2284561128602485,15.38326840101515,7.9088452930214,4.728601588423825,10.8485644614551,12.180278149485801,0.194672131154003,0.234426229515979,0.269262295090906,0.209426229515149,0.211475409843086
Polyp2018-028,0.9,tr11,1.010495564,13.61677074492176,0.2624349451727495,10.21425815751213,5.21611607151438,NA,7.762345245998185,6.8324779507264655,NA,0.474019607842033,NA,0.286274509803254,0.352941176469766
Polyp2018-028,0.7,tr12,0.970443668,NA,NA,NA,NA,8.26331992697573,NA,NA,NA,NA,0.213586956528829,NA,NA
Polyp2018-028,0.7,tr14,0.717616766,NA,NA,NA,11.948049635335945,6.322004455730445,9.295877523490184,15.175187530383251,NA,0.235909090916922,0.248636363644617,0.220454545461864,0.288181818191385
Polyp2018-042,3.0,tr01,1.204500677,8.782942321588369,0.37616892070576446,NA,NA,NA,7.633183231336525,6.70331856109175,NA,NA,NA,0.310000000010291,0.180500000005992
Polyp2018-042,3.0,tr02,1.61541025,4.555387160144756,0.306422811059194,NA,4.402058099724227,0.5037649557353505,13.085512709385455,7.2299937081109675,NA,0.254824561402915,0.257894736841504,0.158333333332964,0.246491228069601
Polyp2018-042,3.0,tr03,0.947393426,3.014783257235509,0.3119292693456615,NA,3.4409202158548027,NA,6.793765879316897,10.278705794985623,NA,0.09857954545781815,NA,0.304545454555564,0.243750000008092
Polyp2018-042,1.1,tr04,0.47444300700000003,2.4618497803460166,0.3178893637585233,NA,1.028642147810709,0.23080277857522366,2.0801947822235176,3.7370428665400457,NA,0.5403160860291127,0.22963684463630935,0.361929372415817,0.4677947671096575
Polyp2018-042,1.1,tr05,1.230759418,3.159699060518835,0.209090909090422,NA,1.636314792707515,0.389879695864232,8.305684408768977,11.007209061499136,NA,NA,NA,NA,NA
Polyp2018-042,1.1,tr06,1.023864824,2.6455072600546368,0.213187500007077,NA,2.6206209143121373,0.5546542432496878,7.36369359851529,6.634820650681354,NA,0.5011842105429535,0.39828320803327166,0.37210526317024734,0.367644110287894
Polyp2018-042,1.0,tr07,1.274080226,7.369978327141207,0.44739503105485817,7.59961369617892,4.24033069463426,0.8689534597201183,8.41442163788722,8.748761955591938,0.363297872339579,0.347872340424721,0.294680851063143,0.221276595744165,0.3586831512355065
Polyp2018-042,1.0,tr08,0.706725306,3.763284162200798,0.34155718640148536,4.53997204916644,4.572347310453973,1.3535853073029167,4.007344213868497,3.390256960029897,0.39120775971261146,0.281306320409839,0.2402205882432685,0.1648122653371355,0.16317428035585452
Polyp2018-042,1.0,tr09,0.797586979,5.9473842137569,0.401009143214091,9.266321402785135,3.7555701858921666,1.3504337799068533,7.14750007270606,3.1714605321902667,0.133823529411453,0.484411764704753,0.313823529411033,0.219411764705371,0.0738235294115927
Polyp2018-042,0.9,tr10,0.591702535,6.545524579695614,0.3742733450249002,7.55610315369847,7.490312648150921,1.8701465006839033,6.933016675214713,3.2842142889068566,0.221703296710656,0.412087912101592,0.36071428572626,0.209340659347609,0.150824175829183
Polyp2018-042,0.9,tr11,1.043856545,7.907351700197678,0.231098730976004,11.137273272357705,5.360316891932887,2.590154083834752,8.481061100613042,4.479700946136154,0.42935345139694225,0.4536623207290602,0.316146150223803,0.2867362499389716,0.23235160437436775
Polyp2018-042,0.9,tr12,1.020809816,10.727541468339542,0.3962962037952804,11.39484277830315,7.328064859805884,2.2093556756326334,11.28054044577515,5.66989323902772,NA,NA,NA,NA,NA
Polyp2018-042,0.7,tr13,0.578373154,3.3326451679671165,0.277825630261324,11.903796563391975,6.775915762421603,5.515725639874385,7.935039821442365,5.391639325280018,0.35056423612274845,0.431206597236537,0.2888671875095895,0.390147569457396,0.25794270834189603
Polyp2018-042,0.7,tr14,0.835212678,9.736827814161982,0.19282659249652834,17.41117195678705,11.466601687284466,4.025515820805223,12.053185478387025,3.882528619108835,0.319186639468914,0.42768995410405153,0.371293345231159,0.26377229233889465,0.29015418720539765
Polyp2018-042,0.7,tr15,0.884182465,6.670646372901881,0.283419557565956,13.5595198423881,9.79084694642626,2.8430571015585526,7.844262663228725,2.9962598924184625,0.494339622640357,0.393266937444475,0.336400650183015,0.283047992379753,0.36651336969869164
